Id,Denumire,Categorie,Imagine,Clasa_Eenergetica,Pret,Url,Consum_energetic,UM
569,"Hota telescopica Electrolux LFP316S, 370 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/l/f/lfp316s-8.jpg,Clasa C,599.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,49,kWh/an
570,"Hota decorativa Samsung NK36M5060SS/UR, 531 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140375_1.jpg,Clasa B,1599.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,70,kWh/an
571,"Hota telescopica Bosch DFS067K51, 392 mc/h, 2 motoare",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/145216_1.jpg,Clasa A,3299.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,38,kWh/an
572,"Hota telescopica Whirlpool AKR 750 G K, 304 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146765_1.jpg,Clasa D,899.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,61.6,kWh/an
573,"Hota telescopica Heinner HTCH-440GBK, 329 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/1/119574-1.jpg,Clasa B,599.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,27,kWh/an
574,"Hota incorporabila Beko HNT61310X, 360 mc/h, 2 motoare",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/124621.jpg,Clasa E,549.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,144,kWh/an
575,"Hota incorporabila decorativa Heinner DCH-6590TIX, 623.9 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/127828.jpg,Clasa C,999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,57,kWh/an
576,"Hota incorporabila Bosch DRC96AQ50, 734 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143306_1.jpg,Clasa B,6799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,35,kWh/an
577,"Hota semineu Samsung NK24M3050PS/U1, 512 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144631_2.jpg,Clasa D,529.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,103,kWh/an
578,"Hota incorporabila Bosch DBB97AM60, 451 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/d/b/dbb97am60.jpg,Clasa B,2649.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,65,kWh/an
579,"Hota decorativa Beko CWB6410AR, 460 mc/h, 1 motor, Rustic Chic",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/e/beko-cwb6410ar-flanco-01.jpg,Clasa E,699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,102.1,kWh/an
580,"Hota turn Beko HCB61734BX, 680 mc/h, 1 motor",HOTE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/0/104397_1_2.jpg,Clasa A,1799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,26,kWh/an
581,"Masina de spalat vase Bosch SGS2ITW04E, 12 seturi, 4 programe, ExtraDry, AquaStop, EcoSilence Drive, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148636_1.jpg,Clasa E,1779.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.92,kWh/ciclu
582,"Masina de spalat vase Beko DFN05321W, 13 seturi, 5 programe, Flexible HalfLoad, CleanShine, Clasa E, Alb",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147871_1.jpg,Clasa E,1849.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.94,kWh/ciclu
583,"Masina de spalat vase slim Beko DFS05024W, 10 seturi, 5 programe, Clean&Shine, Indicator sare, Eco 50°C, Intensiv 70°C, Clatire suplimentara, Cos tacamuri, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/d/f/dfs05024w_1.jpg,Clasa E,1699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.76,kWh/ciclu
584,"Masina de spalat vase compacta Bosch SKS51E32EU, 6 seturi, 5 programe, Clasa F, (clasificare energetica veche Clasa A+)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140328_1.jpg,Clasa F,1699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.61,kWh/ciclu
585,"Masina de spalat vase Bosch SGS4HVW31E, 13 seturi, 6 programe, ExtraDry, AquaStop, EcoSilence Drive, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148635_1.jpg,Clasa E,2799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.94,kWh/ciclu
586,"Masina de spalat vase Beko DFN05311W, 13 seturi, 5 programe, Clasa F, (clasificare energetica veche Clasa A+)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135583_1.jpg,Clasa F,1699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,1.04,kWh/ciclu
587,"Masina de spalat vase Arctic DFN363, 14 seturi, 6 programe, Clasa D",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146712_1.jpg,Clasa D,1749.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.85,kWh/ciclu
588,"Masina de spalat vase Bosch SPS4EMW28E, 10 seturi, 6 programe, Clasa D, (clasificare energetica veche Clasa A++)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/2/_/2_9.jpg,Clasa D,2999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.67,kWh/ciclu
589,"Masina de spalat vase Indesit DSFO 3T224 C S, 10 seturi, 9 programe, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144613_2.jpg,Clasa E,1999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.76,kWh/ciclu
590,"Masina de spalat vase Beko BDFN26430W, 14 seturi, 6 programe, Clasa D",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147478__1.jpg,Clasa D,2299.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.85,kWh/ciclu
591,"Masina de spalat vase compacta Bosch SKS51E38EU, 6 seturi, 5 programe, Clasa F, (clasificare energetica veche Clasa A+)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140327_1.jpg,Clasa F,1799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.61,kWh/ciclu
592,"Masina de spalat vase Beko BDFN36530XC, 15 seturi, 6 programe, Clasa D",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147480_1.jpg,Clasa D,3299.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.86,kWh/ciclu
593,"Masina de spalat vase Beko DFN05321X, 13 seturi, 5 programe, Flexible HalfLoad, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148196_1.jpg,Clasa E,2049.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.94,kWh/ciclu
594,"Masina de spalat vase Beko BDFN26521XQ, 15 seturi, 6 programe, HygieneIntense, Motor ProSmart Inverter, AutoGlassShield, Fast+, Quick&Shine, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/d/bdfn26521xq.jpg,Clasa E,2699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.97,kWh/ciclu
595,"Masina de spalat vase Bosch SMS6ZCW48E, 14 seturi, 8 programe, Sistem AquaStop, EcoSilence Drive, DosageAssist, Home Connect, PerfectDry, Clasa C",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/149340_1.jpg,Clasa C,4999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.75,kWh/ciclu
596,"Masina de spalat vase slim Whirlpool WSFO3O23PFX, 10 seturi, 7 programe, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/132356.jpg,Clasa E,1849.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.9,kWh/ciclu
597,"Masina de spalat vase Bosch SMS6EDI06E, 13 seturi, 6 programe, Clasa D, (clasificare energetica veche Clasa A++)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143275_1_1.jpg,Clasa D,4499.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.84,kWh/ciclu
598,"Masina de spalat vase Bosch SMS6TCI00E, 14 seturi, 6 programe, Sistem AquaStop, EcoSilence Drive, DosageAssist, Home Connect, PerfectDry, Clasa A",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/149339_1.jpg,Clasa A,5499.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.54,kWh/ciclu
599,"Masina de spalat vase slim Whirlpool WSFE 2B19, 10 seturi, 5 programe, Clasa F, (clasificare energetica veche Clasa A+)",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/132347_1.jpg,Clasa F,1699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.84,kWh/ciclu
600,"Masina de spalat vase Hotpoint HSFO3T223WCX, 10 seturi, 9 programe, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/134216_1.jpg,Clasa E,2249.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.76,kWh/ciclu
601,"Masina de spalat vase Indesit DFE1B1913, 13 seturi, 6 programe, Clasa F",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144609_1.jpg,Clasa F,1699.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,1.03,kWh/ciclu
602,"Masina de spalat vase Bosch SMS8YCI03E, 14 seturi, 8 programe, Dossage Assist, AquaSensor, Cos Max Flex Pro, Sistem Rackmatic triplu, Program Inteligent, Argintiu, Clasa B",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/s/m/sms8yci03e.jpg,Clasa B,5249.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.65,kWh/ciclu
603,"Masina de spalat vase Bosch SGS4HTW47E, 12 seturi, 6 programe, AquaSensor, DosageAssist, Detergent Automation, ExtraDry, Filtru Autocuratare, Sistem Rackmatic, Alb, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/s/g/sgs4htw47e.jpg,Clasa E,2249.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.92,kWh/ciclu
604,"Masina de spalat vase Bosch SGS2HTW73E, 12 seturi, 5 programe, AquaSensor, DosageAssist, Detergent Automation, ExtraDry, Filtru Autocuratare, Sistem Rackmatic, Alb, Clasa E",MASINI DE SPALAT VASE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/s/g/sgs2htw73e.jpg,Clasa E,2599.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.92,kWh/ciclu
605,"Masina de spalat rufe LG F4WN207N4E, 1400 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/4/f4wn207n4e-1.jpg,Clasa D,1949.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
606,"Masina de spalat rufe slim Indesit BWSA 51051 W EE N, 1000 RPM, 5 kg, Clasa F, (clasificare energetica veche Clasa A++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142868_1.jpg,Clasa F,4299.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.71,kWh/ciclu
607,"Masina de spalat rufe Beko WUE 7646XCW, 1200 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/w/u/wue7646xcw_1.jpg,Clasa D,1999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
608,"Masina de spalat rufe slim Indesit BWSA 61251 W EE N, 1200 RPM, 6 kg, Clasa F, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142865_1.jpg,Clasa F,1249.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
609,"Masina de spalat rufe Bosch WAN28160BY, 1400 RPM, 8 kg, Clasa C, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/w/a/wan28160by.jpg,Clasa C,2419.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.63,kWh/ciclu
610,"Masina de spalat rufe slim Whirlpool FWSG 61251 B EE N, 1200 RPM, 6 kg, Clasa F, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/w/h/whirlpool_fwsg_61251been_1_.jpg,Clasa F,1449.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
611,"Masina de spalat rufe Beko WUE 7636 X0A, 1200 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143749_1.jpg,Clasa D,1799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
612,"Masina de spalat rufe Indesit BWE 71283X WS EE N, 1200 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143911_3.jpg,Clasa D,1749.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
613,"Masina de spalat rufe Beko B3WF U 7724 MB, 7 kg, 15 programe, 1200 RPM, SteamCure, HomeWhiz, Recycled Tub, AddXtra, Clasa D",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/3/b3wf_u_7724_mb.jpg,Clasa D,2399.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
614,"Masina de spalat rufe slim Hotpoint AQS73D28S EU/B N, 1200 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142873_1.jpg,Clasa D,2349.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.9,kWh/ciclu
615,"Masina de spalat rufe Beko WUE 7736 X0, 1400 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143996_10.jpg,Clasa D,1649.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.62,kWh/ciclu
616,"Masina de spalat rufe slim LG F2WN2S6S6TE, 1200 RPM, 6.5 kg, Clasa E (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144056_1.jpg,Clasa E,1999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.76,kWh/ciclu
617,"Masina de spalat rufe Samsung WW80T854DBT/S7, 1400 RPM, 8 kg, Clasa A, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143490_2_1.jpg,Clasa A,2899.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.47,kWh/ciclu
618,"Masina de spalat rufe slim LG F2WN2S6N4E, 1200 RPM, 6.5 kg, Clasa E, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144057_1.jpg,Clasa E,1899.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.76,kWh/ciclu
619,"Masina de spalat rufe Beko B3WFU71042WB, 1400 RPM, 10 kg, Motor ProSmart Inverter, Steam Cure Hygiene+, AddXtra, Silent Tech, Aquafusion, Recycled Tub, Clasa B",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/3/b3wfu71042wb.jpg,Clasa B,3799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.59,kWh/ciclu
620,"Masina de spalat rufe Beko WUE8746XWST, 1400 RPM, 8 kg, HomeWhiz, Bluetooth Remote Control, SteamCure, Motor ProSmart Inverter, Clasa C",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/w/u/wue8746xwst.jpg,Clasa C,2999.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.62,kWh/ciclu
621,"Masina de spalat rufe Beko B3WFU7843WB, 1400 RPM, 8 kg, Motor ProSmart Inverter, HomeWhiz, Bluetooth, SteamCure, AddXtra, Silent Tech, Recycled Tub, Clasa C",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/3/b3wfu7843wb.jpg,Clasa C,1899.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.62,kWh/ciclu
622,"Masina de spalat rufe incorporabila Beko WITC 7612 B0W, 1200 RPM, 7 kg, Motor ProSmart Inverter, Silent Tech, Clasa C",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/w/i/witc7612b0w.jpg,Clasa C,2499.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.59,kWh/ciclu
623,"Masina de spalat rufe Hotpoint NLCD945WSAEUN, 1400 RPM, 9 kg, Clasa B, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143407_1.jpg,Clasa B,2199.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.57,kWh/ciclu
624,"Masina de spalat rufe slim Whirlpool FWSG 71283 WV EE N, 1200 RPM, 7 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142872_6.jpg,Clasa D,1649.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.69,kWh/ciclu
625,"Masina de spalat rufe Hotpoint AQ104D497SD EU/B N, 1400 RPM, 10 kg, Clasa B, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142878_1.jpg,Clasa B,3299.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.59,kWh/ciclu
626,"Masina de spalat rufe Bosch WAU24U61BY, 1200 RPM, 9 kg, Clasa C, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143296_1.jpg,Clasa C,3099.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.66,kWh/ciclu
627,"Masina de spalat rufe Whirlpool TDLR 6030S EU/N, 1000 RPM, 6 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142889_4.jpg,Clasa D,1799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
628,"Masina de spalat rufe Whirlpool TDLR 6030L EU/N, 1000 RPM, 6 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142046_8.jpg,Clasa D,1799.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.64,kWh/ciclu
629,"Masina de spalat rufe Whirlpool TDLR 7220SS EU/N, 1200 RPM, 7 kg, Clasa E, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142887_4.jpg,Clasa E,1919.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
630,"Masina de spalat rufe Whirlpool TDLRB 6241BS EU/N, 1200 RPM, 6 kg, Clasa C, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143905_1.jpg,Clasa C,2199.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.55,kWh/ciclu
631,"Masina de spalat rufe Whirlpool TDLR 6230SS EU/N, 1200 RPM, 6 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142886_3.jpg,Clasa D,1899.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.64,kWh/ciclu
632,"Masina de spalat rufe Whirlpool TDLRB 65242BS EU/N, 1200 RPM, 6.5 kg, Clasa C, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142890_3.jpg,Clasa C,2399.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.57,kWh/ciclu
633,"Masina de spalat rufe Whirlpool TDLR 65230SS EU/N, 1200 RPM, 6.5 kg, Clasa D, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142888_1.jpg,Clasa D,1949.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.66,kWh/ciclu
634,"Masina de spalat rufe Whirlpool TDLR 7221BS EU/N, 1200 RPM, 7 kg, Clasa E, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142891_1.jpg,Clasa E,2149.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
635,"Masina de spalat rufe Indesit BTW S72200 EU/N, 1200 RPM, 7 kg, Clasa E, (clasificare energetica veche Clasa A+++)",MASINI DE SPALAT RUFE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142884_3.jpg,Clasa E,1749.99,https://www.flanco.ro/plita-incorporabila-electrolux-eiv63440bs-inductie-4-zone-de-gatit.html,0.78,kWh/ciclu
