Id,Denumire,Categorie,Imagine,Clasa_Eenergetica,Pret,Url,Consum_energetic,UM
1,"Televizor Smart QLED, Samsung 43Q60A, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146485-1.jpg,Clasa G,2269.99,https://www.flanco.ro/televizor-smart-qled-samsung-43q60a-108-cm-ultra-hd-4k.html,0.066,kWh
2,"Televizor Smart LED, Samsung UE32T4302, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140698--1.jpg,Clasa F,1499.99,https://www.flanco.ro/televizor-smart-led-samsung-ue32t4302-80-cm-hd.html,0.031,kWh
3,"Televizor Smart LED, Samsung 43TU7092, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142986-1.jpg,Clasa G,1699.99,https://www.flanco.ro/televizor-smart-led-samsung-43tu7092-108-cm-ultra-hd-4k.html,0.067,kWh
4,"Televizor Smart LED, Samsung 50TU7092, 125 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142986-1_1.jpg,Clasa G,2599.99,https://www.flanco.ro/televizor-smart-led-samsung-50tu7092-125-cm-ultra-hd-4k.html,0.086,kWh
5,"Televizor Smart LED, LG 55UP75003LF, 139 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_11.jpg,Clasa G,2999.99,https://www.flanco.ro/televizor-smart-led-lg-55up75003lf-139-cm-ultra-hd-4k.html,0.103,kWh
6,"Televizor Smart LED, LG 43UP75003LF, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146686-1r.jpg,Clasa G,2299.99,https://www.flanco.ro/televizor-smart-led-lg-43up75003lf-108-cm-ultra-hd-4k.html,0.067,kWh
7,"Televizor LED, NEI 32NE4000, 80 cm, HD",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/126645-2.jpg,Clasa F,799.99,https://www.flanco.ro/televizor-led-nei-32ne4000-80-cm-hd.html,0.031,kWh
8,"Televizor LED, Samsung 32T4002, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140698-1_1.jpg,Clasa F,949.99,https://www.flanco.ro/televizor-led-samsung-32t4002-80-cm-hd.html,0.027,kWh
9,"Televizor Smart LED, NEI 32NE4700, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144817-1.jpg,Clasa F,849.99,https://www.flanco.ro/televizor-smart-led-nei-32ne4700-80-cm-hd.html,0.031,kWh
10,"Televizor Smart LED, Samsung 55AU7172, 138 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146468-1_2.jpg,Clasa G,3499.99,https://www.flanco.ro/televizor-smart-led-samsung-55au7172-138-cm-ultra-hd-4k.html,0.101,kWh
11,"Televizor Smart LED, LG 50UP75003LF, 126 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_3.jpg,Clasa G,1999.99,https://www.flanco.ro/televizor-smart-led-lg-50up75003lf-126-cm-ultra-hd-4k.html,0.086,kWh
12,"Televizor Smart LED, Samsung 55AU8072, 138 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146221-1.jpg,Clasa G,3999.99,https://www.flanco.ro/televizor-smart-led-samsung-55au8072-138-cm-ultra-hd-4k.html,0.103,kWh
13,"Televizor Smart QLED, Samsung 55Q60A, 138 cm, Ultra HD 4K, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/q/e/qe55q60aauxxh_000.jpg,Clasa F,3199.99,https://www.flanco.ro/televizor-smart-qled-samsung-55q60a-138-cm-ultra-hd-4k.html,0.077,kWh
14,"Televizor Smart LED, LG 43NANO773PA, 108 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_10.jpg,Clasa G,3199.99,https://www.flanco.ro/televizor-smart-led-lg-43nano773pa-108-cm-ultra-hd-4k.html,0.066,kWh
15,"Televizor LED, Vision Touch VTTV A3201, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/0/108938.jpg,Clasa F,899.99,https://www.flanco.ro/vision-touch-vttv-a3201-tv-led-80-cm-hd.html,0.03,kWh
16,"Televizor LED, Allview 32ATC5000-H/2, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/a/l/allview_32atc5000-h-2_1.jpg,Clasa F,1099.99,https://www.flanco.ro/televizor-led-allview-32atc5000-h-2-80-cm-hd-clasa-f.html,0.031,kWh
17,"Televizor Smart LED, Samsung 32T5372, 80 cm, Full HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146958-1.jpg,Clasa G,1499.99,https://www.flanco.ro/televizor-smart-led-samsung-32t5372-80-cm-full-hd-1.html,0.033,kWh
18,"Televizor Smart LED, LG 43UP76703LB, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/4/3/43up76703lb_1.jpg,Clasa G,2699.99,https://www.flanco.ro/televizor-smart-led-lg-43up76703lb-108-cm-ultra-hd-4k-clasa-g.html,0.065,kWh
19,"Televizor Smart LED, Vision Touch VTTV A40FHDS, 102 cm, Full HD",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/137616-1.jpg,Clasa F,1099.99,https://www.flanco.ro/televizor-smart-led-vision-touch-vttv-a40fhds-102-cm-full-hd.html,0.044,kWh
20,"Televizor Smart LED, Allview 43ePLAY6000-U, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148904-1.jpg,Clasa G,1999.99,https://www.flanco.ro/televizor-smart-led-allview-43eplay6000-u-108-cm-ultra-hd-4k-clasa-g.html,0.066,kWh
21,"Televizor Smart LED, Samsung 43AU7172, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146468-1_1.jpg,Clasa G,2399.99,https://www.flanco.ro/televizor-smart-led-samsung-43au7172-108-cm-ultra-hd-4k.html,0.07,kWh
22,"Televizor Smart LED, LG 55NANO753PR, 139 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148239-1.jpg,Clasa G,3999.99,https://www.flanco.ro/televizor-smart-led-lg-55nano753pr-139-cm-ultra-hd-4k-clasa-g.html,0.095,kWh
23,"Televizor curbat, Smart LED, Samsung 55TU8372, 138 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142990-1.jpg,Clasa G,3799.99,https://www.flanco.ro/televizor-curbat-smart-led-samsung-55tu8372-138-cm-ultra-hd-4k.html,0.102,kWh
24,"Televizor Smart LED, Vision Touch VTTV A32HDS, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/139172--1.jpg,Clasa F,1199.99,https://www.flanco.ro/televizor-smart-led-vision-touch-vttv-a32hds-81-cm-hd.html,0.03,kWh
25,"Televizor Smart LED, LG 32LM6380PLC, 80 cm, Full HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146687-1.jpg,Clasa G,1299.99,https://www.flanco.ro/televizor-smart-led-lg-32lm6380plc-81-cm-full-hd.html,0.033,kWh
26,"Televizor Smart LED Diamant 32HL4330H/B, HD, 80 cm, HDMI, USB, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_diamant_24hl4330h_7.jpg,Clasa E,799.99,https://www.flanco.ro/televizor-smart-led-diamant-32hl4330h-b-hd-80-cm-hdmi-usb-clasa-e.html,0.031,kWh
27,"Televizor Smart LED, Samsung 55TU7092, 138 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142986-1_2.jpg,Clasa G,2899.99,https://www.flanco.ro/televizor-smart-led-samsung-55tu7092-138-cm-ultra-hd-4k.html,0.103,kWh
28,"Televizor Smart LED, Allview 32EPLAY6100-H/1, 81 cm, HD, Android",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141654_1.jpg,Clasa F,1299.99,https://www.flanco.ro/televizor-smart-led-allview-32eplay6100-h-1-81-cm-hd-android.html,0.06,kWh
29,"Televizor Smart LED, Horizon 32HL6330H, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141419-1.jpg,Clasa F,1299.99,https://www.flanco.ro/televizor-smart-led-horizon-32hl6330h-80-cm-hd.html,0.055,kWh
30,"Televizor LED, JVC LT-32VH2105, 80 cm, HD, USB, HDMI, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_jvc_lt32vh2105.jpg,Clasa F,799.99,https://www.flanco.ro/televizor-led-jvc-lt-32vh2105-80-cm-hd-usb-hdmi-clasa-f.html,0.06,kWh
31,"Televizor Smart LED, Samsung 50AU7172, 125 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146468-1_2_1.jpg,Clasa G,2249.99,https://www.flanco.ro/televizor-smart-led-samsung-50au7172-125-cm-ultra-hd-4k.html,0.087,kWh
32,"Televizor Smart LED, LG 50UP76703LB, 126 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/5/0/50up76703lb_1.jpg,Clasa G,3299.99,https://www.flanco.ro/televizor-smart-led-lg-50up76703lb-126-cm-ultra-hd-4k-clasa-g.html,0.068,kWh
33,"Televizor Smart LED, Vision Touch VTTV A43FHDS, 108 cm, Full HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_led_vision_touch_vttv_a43fhds_1.jpg,Clasa F,1249.99,https://www.flanco.ro/televizor-smart-led-vision-touch-vttv-a43fhds-108-cm-full-hd-clasa-f.html,0.044,kWh
34,"Televizor LED, Allview 40ATC5000F/1, 100 cm, Full HD",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/a/l/allview_32atc5000-h-2_1_1_1.jpg,Clasa F,1399.99,https://www.flanco.ro/televizor-led-allview-40atc5000f-1-100-cm-full-hd.html,0.037,kWh
35,"Televizor Smart LED, Allview 42ePlay6000-F/1, 105 cm, Full HD, Android, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144891-1.jpg,Clasa E,1899.99,https://www.flanco.ro/televizor-smart-led-allview-42eplay6000-f-1-105-cm-full-hd-android.html,0.04,kWh
36,"Televizor Smart LED, Horizon 32HL6330F/B, 80 cm, Full HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147985-1.jpg,Clasa F,899.99,https://www.flanco.ro/televizor-smart-led-horizon-32hl6330f-b-80-cm-full-hd-clasa-f.html,0.032,kWh
37,"Televizor Smart LED, LG 32LQ63006LA, 80 cm, Full HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_led_lg_32lq63006la_1.jpg,Clasa F,1369.99,https://www.flanco.ro/televizor-smart-led-lg-32lq63006la-80-cm-full-hd-clasa-f.html,0.033,kWh
38,"Televizor Horizon 32HL6309H/B, LED, 80cm, HD, Non-Smart, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_horizon_32hl6309hb_1.jpg,Clasa F,1199.99,https://www.flanco.ro/televizor-horizon-32hl6309h-b-led-80cm-hd-non-smart-clasa-f.html,0.032,kWh
39,"Televizor Smart LED, Samsung 60AU8072, 152 cm, 4K Ultra HD, Negru, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_60au8072.jpg,Clasa G,3999.99,https://www.flanco.ro/televizor-smart-led-samsung-60au8072-152-cm-4k-ultra-hd-negru-clasa-g.html,0.121,kWh
40,"Televizor Smart QLED, Samsung 50Q60A, 125 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146486-1.jpg,Clasa G,3899.99,https://www.flanco.ro/televizor-smart-qled-samsung-50q60a-125-cm-ultra-hd-4k.html,0.067,kWh
41,"Televizor Smart LED, LG 43UP78003LB, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_lg_43up78003lb.jpg,Clasa G,1999.99,https://www.flanco.ro/televizor-smart-led-lg-43up78003lb-108-cm-ultra-hd-4k.html,0.065,kWh
42,"Televizor Smart LED, LG 32LM6370PLA, 80 cm, Full HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146236_111.jpg,Clasa G,1279.99,https://www.flanco.ro/televizor-smart-led-lg-32lm6370pla-80-cm-full-hd.html,0.033,kWh
43,"Televizor Smart LED, Samsung 43AU8072, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146219_1.jpg,Clasa G,2899.99,https://www.flanco.ro/televizor-smart-led-samsung-43au8072-108-cm-ultra-hd-4k.html,0.072,kWh
44,"Televizor Smart LED, LG 50UP77003LB, 126 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_2.jpg,Clasa G,2899.99,https://www.flanco.ro/televizor-smart-led-lg-50up77003lb-126-cm-ultra-hd-4k.html,0.068,kWh
45,"Televizor Smart LED, Allview 50EPLAY6000-U, 125 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/a/l/allview_50eplay6000-u_.jpg,Clasa G,2299.99,https://www.flanco.ro/televizor-smart-led-allview-50eplay6000-u-125-cm-ultra-hd-4k-android.html,0.086,kWh
46,"Televizor Smart LED, Samsung 65AU7172, 163 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146468-1_2_2.jpg,Clasa G,3189.99,https://www.flanco.ro/televizor-smart-led-samsung-65au7172-163-cm-ultra-hd-4k.html,0.135,kWh
47,"Televizor Smart LED, Samsung 65TU7092, 163 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142986-1_3.jpg,Clasa G,4199.99,https://www.flanco.ro/televizor-smart-led-samsung-65tu7092-163-cm-ultra-hd-4k.html,0.115,kWh
48,"Televizor Smart LED, LG 43NANO753PR, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148239-1_2.jpg,Clasa G,3299.99,https://www.flanco.ro/televizor-smart-led-lg-43nano753pr-108-cm-ultra-hd-4k-clasa-g.html,0.066,kWh
49,"Televizor LED, Vision Touch VTTV A2419, 60 cm, HD",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/134363-1.jpg,Clasa F,579.99,https://www.flanco.ro/televizor-led-vision-touch-vttv-a2419-61-cm-hd.html,0.021,kWh
50,"Televizor Smart LED, Samsung UE70AU7172UXXH, 176 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_ue70au7172uxxh.jpg,Clasa G,5299.99,https://www.flanco.ro/televizor-smart-led-samsung-ue70au7172uxxh-176-cm-ultra-hd-4k-clasa-g.html,0.151,kWh
51,"Televizor LED, Allview 24ATC5000-H, 60 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/a/l/allview_1.jpg,Clasa F,899.99,https://www.flanco.ro/televizor-led-allview-24atc5000-h-60-cm-hd-clasa-f.html,0.022,kWh
52,"Televizor Smart LED, LG 43UP77003LB, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/v/tv_lg_43up77003lb.jpg,Clasa G,1889.99,https://www.flanco.ro/televizor-smart-led-lg-43up77003lb-108-cm-ultra-hd-4k.html,0.065,kWh
53,"Televizor Smart LED, LG 43UP81003LA, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led.jpg,Clasa G,1999.99,https://www.flanco.ro/televizor-smart-led-lg-43up81003la-108-cm-ultra-hd-4k-clasa-g.html,0.065,kWh
54,"Televizor LED Diamant 32HL4300H/B, 80 cm, HD, HDMI, USB, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_diamant_32hl4300h.jpg,Clasa F,1099.99,https://www.flanco.ro/televizor-led-diamant-32hl4300h-b-80-cm-hd-hdmi-usb-clasa-f.html,0.041,kWh
55,"Televizor Smart LED, Horizon 43HL7530U, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140790_1.jpg,Clasa G,1349.99,https://www.flanco.ro/televizor-smart-led-horizon-43hl7530u-108-cm-ultra-hd-4k.html,0.054,kWh
56,"Televizor Smart LED, LG 55UP77003LB, 139 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146235-1_1.jpg,Clasa G,3449.99,https://www.flanco.ro/televizor-smart-led-lg-55up77003lb-139-cm-ultra-hd-4k.html,0.085,kWh
57,"Televizor Smart LED, Samsung 50AU8072, 125 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146220-1.jpg,Clasa G,3499.99,https://www.flanco.ro/televizor-smart-led-samsung-50au8072-125-cm-ultra-hd-4k.html,0.092,kWh
58,"Televizor Smart QLED, Samsung 55Q80A, 138 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146492-1.jpg,Clasa G,5999.99,https://www.flanco.ro/televizor-smart-qled-samsung-55q80a-138-cm-ultra-hd-4k.html,0.11,kWh
59,"Televizor Smart LED, Samsung 43AU9072, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146474-1_3.jpg,Clasa G,2299.99,https://www.flanco.ro/televizor-smart-led-samsung-43au9072-108-cm-ultra-hd-4k.html,0.073,kWh
60,"Televizor Smart LED, LG 50NANO753PR, 126 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_8.jpg,Clasa G,3499.99,https://www.flanco.ro/televizor-smart-led-lg-50nano753pr-126-cm-ultra-hd-4k-clasa-g.html,0.079,kWh
61,"Televizor Smart QLED, Samsung QE55QN85A, 138 cm, Ultra HD 4K, Neo QLED, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146497-1.jpg,Clasa F,7999.99,https://www.flanco.ro/televizor-smart-qled-samsung-qe55qn85a-138-cm-ultra-hd-4k-neo-qled.html,0.077,kWh
62,"Televizor Smart LED, JVC LT-32VAH3000, 80 cm, HD, Android, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147017-1_1.jpg,Clasa F,949.99,https://www.flanco.ro/televizor-smart-led-jvc-lt-32vah3000-80-cm-hd-android-clasa-f.html,0.032,kWh
63,"Televizor Smart LED, Horizon 50HL7590U/B, 126 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140795-1.jpg,Clasa G,1749.99,https://www.flanco.ro/televizor-smart-led-horizon-50hl7590u-b-126-cm-ultra-hd-4k.html,0.071,kWh
64,"Televizor Smart QLED, Allview QL50ePlay6100-U, 126 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144165-1_1.jpg,Clasa G,3499.99,https://www.flanco.ro/televizor-smart-qled-allview-ql50eplay6100-u-126-cm-ultra-hd-4k-android.html,0.086,kWh
65,"Televizor LED Nei, 60 cm, 24NE4000, HD, LED, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_led_nei_60_cm_24ne4000_1.jpg,Clasa F,799.99,https://www.flanco.ro/televizor-led-nei-60-cm-24ne4000-hd-led-clasa-f.html,0.022,kWh
66,"Televizor curbat, Smart LED, Samsung 65TU8372, 163 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142990-1_1.jpg,Clasa G,5499.99,https://www.flanco.ro/televizor-curbat-smart-led-samsung-65tu8372-163-cm-ultra-hd-4k.html,0.116,kWh
67,"Televizor Smart LED, Sony 50X81J, 125 cm, Ultra HD 4K, Google TV, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146415-1_1.jpg,Clasa G,4799.99,https://www.flanco.ro/televizor-smart-led-sony-50x81j-125-cm-ultra-hd-4k-google-tv.html,0.086,kWh
68,"Televizor Smart LED, Horizon 32HL6331H/B, 80 cm, HD Ready, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142140_1.jpg,Clasa F,809.99,https://www.flanco.ro/televizor-smart-led-horizon-32hl6331h-b-80-cm-hd-ready.html,0.032,kWh
69,"Televizor Smart LED, LG 32LQ63806LC, 80 cm, Full HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_led_lg_32lq63806lc_1.jpg,Clasa F,1399.99,https://www.flanco.ro/televizor-smart-led-lg-32lq63806lc-80-cm-full-hd-clasa-f.html,0.033,kWh
70,"Televizor Smart LED, LG 70UP81003LR, 177 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148241-1_1.jpg,Clasa G,5899.99,https://www.flanco.ro/televizor-smart-led-lg-70up81003lr-177-cm-ultra-hd-4k-clasa-g.html,0.127,kWh
71,"Televizor Smart LED, LG 55UP78003LB, 139 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147787-1_1.jpg,Clasa G,3699.99,https://www.flanco.ro/televizor-smart-led-lg-55up78003lb-139-cm-ultra-hd-4k.html,0.085,kWh
72,"Televizor Smart QLED, Samsung 32LS03T, 80 cm, Full HD, Negru, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_32ls03t.jpg,Clasa G,2099.99,https://www.flanco.ro/televizor-smart-qled-samsung-32ls03t-80-cm-hd-negru-clasa-g.html,0.072,kWh
73,"Televizor Smart LED, Samsung 50AU9072, 125 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146474-1.jpg,Clasa G,2799.99,https://www.flanco.ro/televizor-smart-led-samsung-50au9072-125-cm-ultra-hd-4k.html,0.089,kWh
74,"Televizor Smart LED, Samsung 55AU9072, 138 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146474-1_1.jpg,Clasa G,3099.99,https://www.flanco.ro/televizor-smart-led-samsung-55au9072-138-cm-ultra-hd-4k.html,0.094,kWh
75,"Televizor Smart LED, Sony 32W800, 80 cm, HD, Android, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147229-1.jpg,Clasa F,1679.99,https://www.flanco.ro/televizor-smart-led-sony-32w800-80-cm-hd-android-clasa-f.html,0.032,kWh
76,"Televizor Smart LED, Sony 55X81J, 139 cm, Ultra HD 4K, Smart Google TV, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146416-1.jpg,Clasa G,4999.99,https://www.flanco.ro/televizor-smart-led-sony-55x81j-138-8-cm-ultra-hd-4k-smart-google-tv.html,0.097,kWh
77,"Televizor Smart LED, LG 43UP76903LE, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/4/3/43up76903le_1_1.jpg,Clasa G,1799.99,https://www.flanco.ro/televizor-smart-led-lg-43up76903le-108-cm-ultra-hd-4k-clasa-g.html,0.067,kWh
